X(LU)   Y(LU)   Z(LU)   Vx(VU)   Vy(VU)   Vz(VU)   T(TU)  C
0.496606104171585 -0.869678594191022 -0.000000000000000 -0.009817355708012 -0.006014621584670 -0.000000000000000 21.072641702814511 2.988033010536349 
0.505406927975794 -0.869678594191022 0.000000000000000 -0.015426233851183 -0.009835157478522 -0.000000000000000 21.076921589708473 2.988089001720694 
0.514166648516414 -0.869678594191022 -0.000000000000000 -0.021063502088395 -0.013714574086230 0.000000000000000 21.082832770370210 2.988170546146394 
0.522910154912171 -0.869678594191022 0.000000000000000 -0.026757865131356 -0.017659664072554 0.000000000000000 21.089969026856799 2.988276616907162 
0.531677300607375 -0.869678594191022 0.000000000000000 -0.032545186704496 -0.021694957934826 -0.000000000000000 21.097854568196887 2.988405878755560 
0.540516955852204 -0.869678594191022 -0.000000000000000 -0.038462651005519 -0.025860799169320 -0.000000000000000 21.105981772740911 2.988556691320873 
0.549479674166889 -0.869678594191022 -0.000000000000000 -0.044542372744201 -0.030209070202702 0.000000000000000 21.113848145519562 2.988727109588000 
0.558610143407705 -0.869678594191022 0.000000000000000 -0.050805551753144 -0.034797090372344 -0.000000000000000 21.120990494626152 2.988914888270112 
0.567940702246840 -0.869678594191022 -0.000000000000000 -0.057258252440746 -0.039680629426508 -0.000000000000000 21.127015123517026 2.989117497221670 
0.577486999270458 -0.869678594191022 -0.000000000000000 -0.063889555146016 -0.044907232548694 0.000000000000000 21.131623338415999 2.989332153693075 
0.587246371622982 -0.869678594191022 0.000000000000000 -0.070672257551187 -0.050510987071571 0.000000000000000 21.134632047589079 2.989555876480692 
0.597198879189115 -0.869678594191022 -0.000000000000000 -0.077565706169648 -0.056509466166456 0.000000000000000 21.135989778717985 2.989785567210960 
0.607310354371513 -0.869678594191022 0.000000000000000 -0.084519910795801 -0.062903002988402 0.000000000000000 21.135789132218587 2.990018123311779 
0.617536454009436 -0.869678594191022 -0.000000000000000 -0.091479923823904 -0.069675871009829 0.000000000000000 21.134277718329255 2.990250584580649 
0.627826551142947 -0.869678594191022 0.000000000000000 -0.098389516075653 -0.076798502410697 -0.000000000000000 21.131871167549367 2.990480312360508 
0.638126299262724 -0.869678594191022 -0.000000000000000 -0.105193345359073 -0.084229586275699 0.000000000000000 21.129173714170754 2.990705200256293 
0.648377676523301 -0.869678594191022 0.000000000000000 -0.111836959042017 -0.091916656986447 0.000000000000000 21.127013394736107 2.990923918590223 
0.658515067218430 -0.869678594191022 -0.000000000000000 -0.118263981386637 -0.099793432503493 -0.000000000000000 21.126497917338703 2.991136194671901 
0.668455422525602 -0.869678594191022 -0.000000000000000 -0.124409765806705 -0.107771618113198 -0.000000000000000 21.129087161181108 2.991343106133308 
0.678080748751534 -0.869678594191022 0.000000000000000 -0.130191399113251 -0.115725000433623 -0.000000000000000 21.136641530457116 2.991547267492713 
0.687216548455258 -0.869678594191022 -0.000000000000000 -0.135497905325200 -0.123468575207379 -0.000000000000000 21.151315284220502 2.991752568335056 
0.695628954382106 -0.869678594191022 0.000000000000000 -0.140195578904659 -0.130753710017242 0.000000000000000 21.175065690594842 2.991962947884289 
0.703083988130684 -0.869678594191022 -0.000000000000000 -0.144170585956526 -0.137321962879084 0.000000000000000 21.208769297501192 2.992180377908932 
0.709460926225548 -0.869678594191022 0.000000000000000 -0.147393253521760 -0.143014910935446 0.000000000000000 21.251683816665317 2.992403874784261 
0.714805006095292 -0.869678594191022 0.000000000000000 -0.149934071162126 -0.147832973010737 0.000000000000000 21.301980011350118 2.992630737959522 
0.719266987016790 -0.869678594191022 -0.000000000000000 -0.151915346964459 -0.151886004803656 -0.000000000000000 21.357712506909525 2.992858286498570 
0.723018795541055 -0.869678594191022 -0.000000000000000 -0.153459397014200 -0.155314730927223 0.000000000000000 21.417339681519568 2.993084565430012 
0.726209568754156 -0.869678594191022 0.000000000000000 -0.154666029638133 -0.158246527341095 0.000000000000000 21.479779718276998 2.993308308725805 
0.728955686709963 -0.869678594191022 -0.000000000000000 -0.155610285678379 -0.160783037133397 0.000000000000000 21.544302120867393 2.993528725755601 
0.731344554819778 -0.869678594191022 -0.000000000000000 -0.156347068047419 -0.163001660996599 -0.000000000000000 21.610413143304712 2.993745323772090 
