X(LU)   Y(LU)   Z(LU)   Vx(VU)   Vy(VU)   Vz(VU)   T(TU)  C
-0.308383675922692 0.000000000000000 0.000000000000000 0.000000000000000 -2.088567596418104 0.000000000000000 6.239234605227345 2.421139684844225 
-0.309492451607437 0.000000000000000 0.004737661973302 0.000000000000000 -2.082054718507131 0.000000000000000 6.239144808907922 2.423258160840426 
-0.309238877952063 0.000000000000000 0.009468729942672 0.000000000000000 -2.082968009879149 0.000000000000000 6.239136761971171 2.422440154546852 
-0.308816738346751 0.000000000000000 0.014186634298371 0.000000000000000 -2.084490107749399 0.000000000000000 6.239123339853713 2.421077890638070 
-0.308226755671951 0.000000000000000 0.018884833339869 0.000000000000000 -2.086620933888366 0.000000000000000 6.239104526706452 2.419172985448306 
-0.307469938571086 0.000000000000000 0.023556833276889 0.000000000000000 -2.089360384476878 0.000000000000000 6.239080300320219 2.416727695756510 
-0.306547578094163 0.000000000000000 0.028196203847857 0.000000000000000 -2.092708335755196 0.000000000000000 6.239050632105771 2.413744912760359 
-0.305461243424368 0.000000000000000 0.032796593641827 0.000000000000000 -2.096664651235116 0.000000000000000 6.239015487068200 2.410228154408054 
-0.304212776723998 0.000000000000000 0.037351745056995 0.000000000000000 -2.101229190404192 0.000000000000000 6.238974823776108 2.406181556157595 
-0.302804287134529 0.000000000000000 0.041855508831989 0.000000000000000 -2.106401818886206 0.000000000000000 6.238928594325744 2.401609860229168 
-0.301238143976856 0.000000000000000 0.046301858091657 0.000000000000000 -2.112182419980408 0.000000000000000 6.238876744300491 2.396518403438231 
-0.299516969199235 0.000000000000000 0.050684901853996 0.000000000000000 -2.118570907513983 0.000000000000000 6.238819212726122 2.390913103699009 
-0.297643629124759 0.000000000000000 0.054998897950552 0.000000000000000 -2.125567239934396 0.000000000000000 6.238755932021960 2.384800445296003 
-0.295621225556906 0.000000000000000 0.059238265319348 0.000000000000000 -2.133171435542871 0.000000000000000 6.238686827948651 2.378187463034114 
-0.293453086297519 0.000000000000000 0.063397595634348 0.000000000000000 -2.141383588805353 0.000000000000000 6.238611819552965 2.371081725368545 
-0.291142755140899 0.000000000000000 0.067471664243306 0.000000000000000 -2.150203887629015 0.000000000000000 6.238530819110029 2.363491316633714 
